ID,Forename,Surname,Team,Status,skill,Name,Town,Venue,Date,Points
12650,Catherine,Donnelly,Sharks,Amateur,Scoring,Sharks,Cornton,Cornton,2012-10-02,5
16424,Andrew,Casey,Sharks,Professional,Catching,Sharks,Cornton,Cornton,2012-10-02,2
16424,Andrew,Casey,Sharks,Professional,Jumping,Sharks,Cornton,Cornton,2012-10-02,2
16424,Andrew,Casey,Sharks,Professional,Throwing,Sharks,Cornton,Cornton,2012-10-02,2
14273,Alan,Stoner,Sharks,Professional,Defending,Sharks,Cornton,Cornton,2012-10-02,1
14273,Alan,Stoner,Sharks,Professional,Jumping,Sharks,Cornton,Cornton,2012-10-02,1
14273,Alan,Stoner,Sharks,Professional,Throwing,Sharks,Cornton,Cornton,2012-10-02,1
19650,Joanna,Cambridge,Rams,Professional,Catching,Rams,Dunblane,Falkirk,2012-09-25,1
19650,Joanna,Cambridge,Rams,Professional,Scoring,Rams,Dunblane,Falkirk,2012-09-25,1
19650,Joanna,Cambridge,Rams,Professional,Throwing,Rams,Dunblane,Falkirk,2012-09-25,1
17405,Ronald,Coleing,Rams,Professional,Catching,Rams,Dunblane,Falkirk,2012-09-25,7
17405,Ronald,Coleing,Rams,Professional,Defending,Rams,Dunblane,Falkirk,2012-09-25,7
17405,Ronald,Coleing,Rams,Professional,Jumping,Rams,Dunblane,Falkirk,2012-09-25,7
17921,Andy,Sutton,Rams,Amateur,Defending,Rams,Dunblane,Falkirk,2012-09-25,2
17921,Andy,Sutton,Rams,Amateur,Jumping,Rams,Dunblane,Falkirk,2012-09-25,2
12470,Shirley,Burdett,Rams,Professional,Catching,Rams,Dunblane,Falkirk,2012-09-25,6
12470,Shirley,Burdett,Rams,Professional,Running,Rams,Dunblane,Falkirk,2012-09-25,6
12470,Shirley,Burdett,Rams,Professional,Scoring,Rams,Dunblane,Falkirk,2012-09-25,6
13441,Marcell,Avery,Rams,Amateur,Catching,Rams,Dunblane,Falkirk,2012-09-25,6
13441,Marcell,Avery,Rams,Amateur,Running,Rams,Dunblane,Falkirk,2012-09-25,6
10193,David,Varnam,Blasters,Amateur,Catching,Blasters,Stirling,Falkirk,2012-09-25,6
10193,David,Varnam,Blasters,Amateur,Jumping,Blasters,Stirling,Falkirk,2012-09-25,6
10193,David,Varnam,Blasters,Amateur,Scoring,Blasters,Stirling,Falkirk,2012-09-25,6
14947,Marcin,Hatch,Blasters,Amateur,Catching,Blasters,Stirling,Falkirk,2012-09-25,4
14947,Marcin,Hatch,Blasters,Amateur,Jumping,Blasters,Stirling,Falkirk,2012-09-25,4
14947,Marcin,Hatch,Blasters,Amateur,Running,Blasters,Stirling,Falkirk,2012-09-25,4
13190,Philip,Green,Blasters,Amateur,Catching,Blasters,Stirling,Falkirk,2012-09-25,2
13190,Philip,Green,Blasters,Amateur,Defending,Blasters,Stirling,Falkirk,2012-09-25,2
13190,Philip,Green,Blasters,Amateur,Jumping,Blasters,Stirling,Falkirk,2012-09-25,2
14989,Charlene,Everitt,Blasters,Professional,Catching,Blasters,Stirling,Falkirk,2012-09-25,6
14989,Charlene,Everitt,Blasters,Professional,Jumping,Blasters,Stirling,Falkirk,2012-09-25,6
19316,Michael,Jepson,Blasters,Amateur,Catching,Blasters,Stirling,Falkirk,2012-09-25,6
19316,Michael,Jepson,Blasters,Amateur,Scoring,Blasters,Stirling,Falkirk,2012-09-25,6
19316,Michael,Jepson,Blasters,Amateur,Throwing,Blasters,Stirling,Falkirk,2012-09-25,6
19189,Martin,Stewart,Blasters,Professional,Defending,Blasters,Stirling,Falkirk,2012-09-25,4
19189,Martin,Stewart,Blasters,Professional,Scoring,Blasters,Stirling,Falkirk,2012-09-25,4
19189,Martin,Stewart,Blasters,Professional,Throwing,Blasters,Stirling,Falkirk,2012-09-25,4
12567,Paul,Freeman,Blasters,Professional,Jumping,Blasters,Stirling,Falkirk,2012-09-25,2
12567,Paul,Freeman,Blasters,Professional,Scoring,Blasters,Stirling,Falkirk,2012-09-25,2
12567,Paul,Freeman,Blasters,Professional,Throwing,Blasters,Stirling,Falkirk,2012-09-25,2
19017,Colin,Sommerville,Blasters,Professional,Catching,Blasters,Stirling,Falkirk,2012-09-25,0
19017,Colin,Sommerville,Blasters,Professional,Defending,Blasters,Stirling,Falkirk,2012-09-25,0
14897,Michael,White,Blasters,Professional,Catching,Blasters,Stirling,Falkirk,2012-09-25,2
14897,Michael,White,Blasters,Professional,Defending,Blasters,Stirling,Falkirk,2012-09-25,2
14897,Michael,White,Blasters,Professional,Scoring,Blasters,Stirling,Falkirk,2012-09-25,2
16974,Trevor,Oates,Blasters,Professional,Jumping,Blasters,Stirling,Falkirk,2012-09-25,1
16974,Trevor,Oates,Blasters,Professional,Scoring,Blasters,Stirling,Falkirk,2012-09-25,1
14603,Steve,Atkinsion,Blasters,Professional,Defending,Blasters,Stirling,Falkirk,2012-09-25,7
14603,Steve,Atkinsion,Blasters,Professional,Jumping,Blasters,Stirling,Falkirk,2012-09-25,7
17479,Tracy,Vratchovski,Blasters,Amateur,Catching,Blasters,Stirling,Falkirk,2012-09-25,2
18188,Richard,Morrison,Blasters,Professional,Defending,Blasters,Stirling,Falkirk,2012-09-25,2
18188,Richard,Morrison,Blasters,Professional,Jumping,Blasters,Stirling,Falkirk,2012-09-25,2
18188,Richard,Morrison,Blasters,Professional,Scoring,Blasters,Stirling,Falkirk,2012-09-25,2
15416,R,Porter,Blasters,Amateur,Defending,Blasters,Stirling,Falkirk,2012-09-25,7
15416,R,Porter,Blasters,Amateur,Running,Blasters,Stirling,Falkirk,2012-09-25,7
15416,R,Porter,Blasters,Amateur,Scoring,Blasters,Stirling,Falkirk,2012-09-25,7
17508,Tony,Matthews,Runners,Amateur,Catching,Runners,Menstrie,Doune,2012-09-11,2
17508,Tony,Matthews,Runners,Amateur,Jumping,Runners,Menstrie,Doune,2012-09-11,2
10175,John,Exchange Ltd,Runners,Professional,Catching,Runners,Menstrie,Doune,2012-09-11,6
10175,John,Exchange Ltd,Runners,Professional,Jumping,Runners,Menstrie,Doune,2012-09-11,6
10175,John,Exchange Ltd,Runners,Professional,Throwing,Runners,Menstrie,Doune,2012-09-11,6
16515,Paul,Ripley,Runners,Amateur,Jumping,Runners,Menstrie,Doune,2012-09-11,7
16515,Paul,Ripley,Runners,Amateur,Scoring,Runners,Menstrie,Doune,2012-09-11,7
16515,Paul,Ripley,Runners,Amateur,Throwing,Runners,Menstrie,Doune,2012-09-11,7
14493,Wayne,Dewan,Runners,Professional,Catching,Runners,Menstrie,Doune,2012-09-11,1
14493,Wayne,Dewan,Runners,Professional,Jumping,Runners,Menstrie,Doune,2012-09-11,1
17132,Andrew,Andrews,Runners,Amateur,Defending,Runners,Menstrie,Doune,2012-09-11,7
17132,Andrew,Andrews,Runners,Amateur,Running,Runners,Menstrie,Doune,2012-09-11,7
17132,Andrew,Andrews,Runners,Amateur,Throwing,Runners,Menstrie,Doune,2012-09-11,7
16658,John,Shahban,Runners,Professional,Catching,Runners,Menstrie,Doune,2012-09-11,3
16658,John,Shahban,Runners,Professional,Defending,Runners,Menstrie,Doune,2012-09-11,3
16658,John,Shahban,Runners,Professional,Scoring,Runners,Menstrie,Doune,2012-09-11,3
17217,Surinder,Atkins,Runners,Professional,Defending,Runners,Menstrie,Doune,2012-09-11,1
17217,Surinder,Atkins,Runners,Professional,Jumping,Runners,Menstrie,Doune,2012-09-11,1
11499,Una,Brooks,Runners,Professional,Catching,Runners,Menstrie,Doune,2012-09-11,3
11499,Una,Brooks,Runners,Professional,Scoring,Runners,Menstrie,Doune,2012-09-11,3
17508,Tony,Matthews,Runners,Amateur,Catching,Runners,Menstrie,Menstrie,2012-09-04,3
17508,Tony,Matthews,Runners,Amateur,Jumping,Runners,Menstrie,Menstrie,2012-09-04,3
10175,John,Exchange Ltd,Runners,Professional,Catching,Runners,Menstrie,Menstrie,2012-09-04,6
10175,John,Exchange Ltd,Runners,Professional,Jumping,Runners,Menstrie,Menstrie,2012-09-04,6
10175,John,Exchange Ltd,Runners,Professional,Throwing,Runners,Menstrie,Menstrie,2012-09-04,6
16515,Paul,Ripley,Runners,Amateur,Jumping,Runners,Menstrie,Menstrie,2012-09-04,7
16515,Paul,Ripley,Runners,Amateur,Scoring,Runners,Menstrie,Menstrie,2012-09-04,7
16515,Paul,Ripley,Runners,Amateur,Throwing,Runners,Menstrie,Menstrie,2012-09-04,7
14493,Wayne,Dewan,Runners,Professional,Catching,Runners,Menstrie,Menstrie,2012-09-04,1
14493,Wayne,Dewan,Runners,Professional,Jumping,Runners,Menstrie,Menstrie,2012-09-04,1
17132,Andrew,Andrews,Runners,Amateur,Defending,Runners,Menstrie,Menstrie,2012-09-04,7
17132,Andrew,Andrews,Runners,Amateur,Running,Runners,Menstrie,Menstrie,2012-09-04,7
17132,Andrew,Andrews,Runners,Amateur,Throwing,Runners,Menstrie,Menstrie,2012-09-04,7
16658,John,Shahban,Runners,Professional,Catching,Runners,Menstrie,Menstrie,2012-09-04,2
16658,John,Shahban,Runners,Professional,Defending,Runners,Menstrie,Menstrie,2012-09-04,2
16658,John,Shahban,Runners,Professional,Scoring,Runners,Menstrie,Menstrie,2012-09-04,2
17217,Surinder,Atkins,Runners,Professional,Defending,Runners,Menstrie,Menstrie,2012-09-04,5
17217,Surinder,Atkins,Runners,Professional,Jumping,Runners,Menstrie,Menstrie,2012-09-04,5
11499,Una,Brooks,Runners,Professional,Catching,Runners,Menstrie,Menstrie,2012-09-04,4
11499,Una,Brooks,Runners,Professional,Scoring,Runners,Menstrie,Menstrie,2012-09-04,4
14466,Janett,Reed,Rockets,Amateur,Defending,Rockets,Doune,Doune,2012-08-28,2
14466,Janett,Reed,Rockets,Amateur,Jumping,Rockets,Doune,Doune,2012-08-28,2
14466,Janett,Reed,Rockets,Amateur,Throwing,Rockets,Doune,Doune,2012-08-28,2
19455,Paul,Atkins,Rockets,Amateur,Catching,Rockets,Doune,Doune,2012-08-28,7
19455,Paul,Atkins,Rockets,Amateur,Throwing,Rockets,Doune,Doune,2012-08-28,7
16673,Lisa,MacLeod,Rockets,Amateur,Scoring,Rockets,Doune,Doune,2012-08-28,6
14016,David,Scott-Mullen,Rockets,Amateur,Catching,Rockets,Doune,Doune,2012-08-28,2
14016,David,Scott-Mullen,Rockets,Amateur,Scoring,Rockets,Doune,Doune,2012-08-28,2
10673,Asaf,Burdon,Rockets,Amateur,Catching,Rockets,Doune,Doune,2012-08-28,1
10673,Asaf,Burdon,Rockets,Amateur,Defending,Rockets,Doune,Doune,2012-08-28,1
10673,Asaf,Burdon,Rockets,Amateur,Jumping,Rockets,Doune,Doune,2012-08-28,1
19899,Christopher,Weight,Sharks,Professional,Jumping,Sharks,Cornton,Doune,2012-08-28,5
19899,Christopher,Weight,Sharks,Professional,Running,Sharks,Cornton,Doune,2012-08-28,5
19253,Donna,Talbot,Sharks,Professional,Scoring,Sharks,Cornton,Doune,2012-08-28,6
18673,Scott,Patel,Sharks,Professional,Defending,Sharks,Cornton,Doune,2012-08-28,1
18673,Scott,Patel,Sharks,Professional,Jumping,Sharks,Cornton,Doune,2012-08-28,1
18673,Scott,Patel,Sharks,Professional,Scoring,Sharks,Cornton,Doune,2012-08-28,1
18078,Paul,Robinson,Sharks,Professional,Defending,Sharks,Cornton,Doune,2012-08-28,1
18078,Paul,Robinson,Sharks,Professional,Scoring,Sharks,Cornton,Doune,2012-08-28,1
19533,Oliver,Woolhouse,Sharks,Professional,Defending,Sharks,Cornton,Doune,2012-08-28,1
19533,Oliver,Woolhouse,Sharks,Professional,Jumping,Sharks,Cornton,Doune,2012-08-28,1
19533,Oliver,Woolhouse,Sharks,Professional,Running,Sharks,Cornton,Doune,2012-08-28,1
16943,Anthony,Lever,Sharks,Professional,Jumping,Sharks,Cornton,Doune,2012-08-28,5
16943,Anthony,Lever,Sharks,Professional,Scoring,Sharks,Cornton,Doune,2012-08-28,5
19395,Michael,Death,Sharks,Amateur,Catching,Sharks,Cornton,Doune,2012-08-28,4
19395,Michael,Death,Sharks,Amateur,Running,Sharks,Cornton,Doune,2012-08-28,4
17164,Stuart,Haseltine,Sharks,Professional,Catching,Sharks,Cornton,Doune,2012-08-28,4
17164,Stuart,Haseltine,Sharks,Professional,Defending,Sharks,Cornton,Doune,2012-08-28,4
17164,Stuart,Haseltine,Sharks,Professional,Running,Sharks,Cornton,Doune,2012-08-28,4
11474,Fiona,Scott-Mullen,Sharks,Amateur,Defending,Sharks,Cornton,Doune,2012-08-28,1
11474,Fiona,Scott-Mullen,Sharks,Amateur,Jumping,Sharks,Cornton,Doune,2012-08-28,1
11474,Fiona,Scott-Mullen,Sharks,Amateur,Scoring,Sharks,Cornton,Doune,2012-08-28,1
14381,Alex,Shuttleworth,Sharks,Amateur,Catching,Sharks,Cornton,Doune,2012-08-28,8
14381,Alex,Shuttleworth,Sharks,Amateur,Scoring,Sharks,Cornton,Doune,2012-08-28,8
14381,Alex,Shuttleworth,Sharks,Amateur,Throwing,Sharks,Cornton,Doune,2012-08-28,8
11782,F,Horan,Sharks,Professional,Catching,Sharks,Cornton,Doune,2012-08-28,4
11782,F,Horan,Sharks,Professional,Defending,Sharks,Cornton,Doune,2012-08-28,4
11782,F,Horan,Sharks,Professional,Scoring,Sharks,Cornton,Doune,2012-08-28,4
14241,Mike,Driver,Sharks,Amateur,Catching,Sharks,Cornton,Doune,2012-08-28,6
14241,Mike,Driver,Sharks,Amateur,Defending,Sharks,Cornton,Doune,2012-08-28,6
14241,Mike,Driver,Sharks,Amateur,Jumping,Sharks,Cornton,Doune,2012-08-28,6
17991,Barry,Smith,Sharks,Professional,Running,Sharks,Cornton,Doune,2012-08-28,2
17991,Barry,Smith,Sharks,Professional,Scoring,Sharks,Cornton,Doune,2012-08-28,2
12650,Catherine,Donnelly,Sharks,Amateur,Defending,Sharks,Cornton,Doune,2012-08-28,1
12650,Catherine,Donnelly,Sharks,Amateur,Scoring,Sharks,Cornton,Doune,2012-08-28,1
16424,Andrew,Casey,Sharks,Professional,Catching,Sharks,Cornton,Doune,2012-08-28,5
16424,Andrew,Casey,Sharks,Professional,Jumping,Sharks,Cornton,Doune,2012-08-28,5
16424,Andrew,Casey,Sharks,Professional,Throwing,Sharks,Cornton,Doune,2012-08-28,5
14273,Alan,Stoner,Sharks,Professional,Defending,Sharks,Cornton,Doune,2012-08-28,1
14273,Alan,Stoner,Sharks,Professional,Jumping,Sharks,Cornton,Doune,2012-08-28,1
14273,Alan,Stoner,Sharks,Professional,Throwing,Sharks,Cornton,Doune,2012-08-28,1
17508,Tony,Matthews,Runners,Amateur,Catching,Runners,Menstrie,Doune,2012-08-28,3
17508,Tony,Matthews,Runners,Amateur,Jumping,Runners,Menstrie,Doune,2012-08-28,3
10175,John,Exchange Ltd,Runners,Professional,Catching,Runners,Menstrie,Doune,2012-08-28,6
10175,John,Exchange Ltd,Runners,Professional,Jumping,Runners,Menstrie,Doune,2012-08-28,6
10175,John,Exchange Ltd,Runners,Professional,Throwing,Runners,Menstrie,Doune,2012-08-28,6
16515,Paul,Ripley,Runners,Amateur,Jumping,Runners,Menstrie,Doune,2012-08-28,2
16515,Paul,Ripley,Runners,Amateur,Scoring,Runners,Menstrie,Doune,2012-08-28,2
16515,Paul,Ripley,Runners,Amateur,Throwing,Runners,Menstrie,Doune,2012-08-28,2
14493,Wayne,Dewan,Runners,Professional,Catching,Runners,Menstrie,Doune,2012-08-28,2
14493,Wayne,Dewan,Runners,Professional,Jumping,Runners,Menstrie,Doune,2012-08-28,2
17132,Andrew,Andrews,Runners,Amateur,Defending,Runners,Menstrie,Doune,2012-08-28,5
17132,Andrew,Andrews,Runners,Amateur,Running,Runners,Menstrie,Doune,2012-08-28,5
17132,Andrew,Andrews,Runners,Amateur,Throwing,Runners,Menstrie,Doune,2012-08-28,5
16658,John,Shahban,Runners,Professional,Catching,Runners,Menstrie,Doune,2012-08-28,4
16658,John,Shahban,Runners,Professional,Defending,Runners,Menstrie,Doune,2012-08-28,4
16658,John,Shahban,Runners,Professional,Scoring,Runners,Menstrie,Doune,2012-08-28,4
17217,Surinder,Atkins,Runners,Professional,Defending,Runners,Menstrie,Doune,2012-08-28,3
17217,Surinder,Atkins,Runners,Professional,Jumping,Runners,Menstrie,Doune,2012-08-28,3
11499,Una,Brooks,Runners,Professional,Catching,Runners,Menstrie,Doune,2012-08-28,3
11499,Una,Brooks,Runners,Professional,Scoring,Runners,Menstrie,Doune,2012-08-28,3
19650,Joanna,Cambridge,Rams,Professional,Catching,Rams,Dunblane,Doune,2012-08-28,4
19650,Joanna,Cambridge,Rams,Professional,Scoring,Rams,Dunblane,Doune,2012-08-28,4
19650,Joanna,Cambridge,Rams,Professional,Throwing,Rams,Dunblane,Doune,2012-08-28,4
17405,Ronald,Coleing,Rams,Professional,Catching,Rams,Dunblane,Doune,2012-08-28,7
17405,Ronald,Coleing,Rams,Professional,Defending,Rams,Dunblane,Doune,2012-08-28,7
17405,Ronald,Coleing,Rams,Professional,Jumping,Rams,Dunblane,Doune,2012-08-28,7
17921,Andy,Sutton,Rams,Amateur,Defending,Rams,Dunblane,Doune,2012-08-28,4
17921,Andy,Sutton,Rams,Amateur,Jumping,Rams,Dunblane,Doune,2012-08-28,4
12470,Shirley,Burdett,Rams,Professional,Catching,Rams,Dunblane,Doune,2012-08-28,0
12470,Shirley,Burdett,Rams,Professional,Running,Rams,Dunblane,Doune,2012-08-28,0
12470,Shirley,Burdett,Rams,Professional,Scoring,Rams,Dunblane,Doune,2012-08-28,0
13441,Marcell,Avery,Rams,Amateur,Catching,Rams,Dunblane,Doune,2012-08-28,5
13441,Marcell,Avery,Rams,Amateur,Running,Rams,Dunblane,Doune,2012-08-28,5
15828,John,Barker,Racers,Amateur,Defending,Racers,Bridge of Allan,Doune,2012-08-28,0
15828,John,Barker,Racers,Amateur,Jumping,Racers,Bridge of Allan,Doune,2012-08-28,0
15828,John,Barker,Racers,Amateur,Scoring,Racers,Bridge of Allan,Doune,2012-08-28,0
14743,Gary,Berry,Racers,Professional,Defending,Racers,Bridge of Allan,Doune,2012-08-28,3
14743,Gary,Berry,Racers,Professional,Running,Racers,Bridge of Allan,Doune,2012-08-28,3
14743,Gary,Berry,Racers,Professional,Scoring,Racers,Bridge of Allan,Doune,2012-08-28,3
15467,Brian,Vance,Racers,Amateur,Catching,Racers,Bridge of Allan,Doune,2012-08-28,4
15467,Brian,Vance,Racers,Amateur,Jumping,Racers,Bridge of Allan,Doune,2012-08-28,4
15467,Brian,Vance,Racers,Amateur,Running,Racers,Bridge of Allan,Doune,2012-08-28,4
19416,Trevor,Oldham,Racers,Professional,Catching,Racers,Bridge of Allan,Doune,2012-08-28,4
19416,Trevor,Oldham,Racers,Professional,Jumping,Racers,Bridge of Allan,Doune,2012-08-28,4
10162,Gillian,Botwright,Racers,Amateur,Catching,Racers,Bridge of Allan,Doune,2012-08-28,7
10162,Gillian,Botwright,Racers,Amateur,Jumping,Racers,Bridge of Allan,Doune,2012-08-28,7
13430,Richard,Campbell,Racers,Professional,Catching,Racers,Bridge of Allan,Doune,2012-08-28,1
13430,Richard,Campbell,Racers,Professional,Defending,Racers,Bridge of Allan,Doune,2012-08-28,1
13430,Richard,Campbell,Racers,Professional,Scoring,Racers,Bridge of Allan,Doune,2012-08-28,1
17544,John,Harris,Racers,Professional,Catching,Racers,Bridge of Allan,Doune,2012-08-28,8
17544,John,Harris,Racers,Professional,Scoring,Racers,Bridge of Allan,Doune,2012-08-28,8
11068,Sean,Cocks,Racers,Professional,Catching,Racers,Bridge of Allan,Doune,2012-08-28,2
11068,Sean,Cocks,Racers,Professional,Defending,Racers,Bridge of Allan,Doune,2012-08-28,2
11068,Sean,Cocks,Racers,Professional,Scoring,Racers,Bridge of Allan,Doune,2012-08-28,2
19184,Julia,Maxwell,Racers,Amateur,Scoring,Racers,Bridge of Allan,Doune,2012-08-28,5
19184,Julia,Maxwell,Racers,Amateur,Throwing,Racers,Bridge of Allan,Doune,2012-08-28,5
18417,Christien,Jones,Racers,Professional,Catching,Racers,Bridge of Allan,Doune,2012-08-28,4
18417,Christien,Jones,Racers,Professional,Jumping,Racers,Bridge of Allan,Doune,2012-08-28,4
18417,Christien,Jones,Racers,Professional,Running,Racers,Bridge of Allan,Doune,2012-08-28,4
11186,Susan,Tessadri,Racers,Professional,Jumping,Racers,Bridge of Allan,Doune,2012-08-28,4
11186,Susan,Tessadri,Racers,Professional,Throwing,Racers,Bridge of Allan,Doune,2012-08-28,4
11174,Robert,Heath,Racers,Amateur,Catching,Racers,Bridge of Allan,Doune,2012-08-28,6
11174,Robert,Heath,Racers,Amateur,Jumping,Racers,Bridge of Allan,Doune,2012-08-28,6
11174,Robert,Heath,Racers,Amateur,Scoring,Racers,Bridge of Allan,Doune,2012-08-28,6
17508,Tony,Matthews,Runners,Amateur,Catching,Runners,Menstrie,Alloa,2012-08-21,2
17508,Tony,Matthews,Runners,Amateur,Jumping,Runners,Menstrie,Alloa,2012-08-21,2
10175,John,Exchange Ltd,Runners,Professional,Catching,Runners,Menstrie,Alloa,2012-08-21,8
10175,John,Exchange Ltd,Runners,Professional,Jumping,Runners,Menstrie,Alloa,2012-08-21,8
10175,John,Exchange Ltd,Runners,Professional,Throwing,Runners,Menstrie,Alloa,2012-08-21,8
16515,Paul,Ripley,Runners,Amateur,Jumping,Runners,Menstrie,Alloa,2012-08-21,1
16515,Paul,Ripley,Runners,Amateur,Scoring,Runners,Menstrie,Alloa,2012-08-21,1
16515,Paul,Ripley,Runners,Amateur,Throwing,Runners,Menstrie,Alloa,2012-08-21,1
14493,Wayne,Dewan,Runners,Professional,Catching,Runners,Menstrie,Alloa,2012-08-21,7
14493,Wayne,Dewan,Runners,Professional,Jumping,Runners,Menstrie,Alloa,2012-08-21,7
17132,Andrew,Andrews,Runners,Amateur,Defending,Runners,Menstrie,Alloa,2012-08-21,0
17132,Andrew,Andrews,Runners,Amateur,Running,Runners,Menstrie,Alloa,2012-08-21,0
17132,Andrew,Andrews,Runners,Amateur,Throwing,Runners,Menstrie,Alloa,2012-08-21,0
16658,John,Shahban,Runners,Professional,Catching,Runners,Menstrie,Alloa,2012-08-21,3
16658,John,Shahban,Runners,Professional,Defending,Runners,Menstrie,Alloa,2012-08-21,3
16658,John,Shahban,Runners,Professional,Scoring,Runners,Menstrie,Alloa,2012-08-21,3
17217,Surinder,Atkins,Runners,Professional,Defending,Runners,Menstrie,Alloa,2012-08-21,7
17217,Surinder,Atkins,Runners,Professional,Jumping,Runners,Menstrie,Alloa,2012-08-21,7
11499,Una,Brooks,Runners,Professional,Catching,Runners,Menstrie,Alloa,2012-08-21,0
11499,Una,Brooks,Runners,Professional,Scoring,Runners,Menstrie,Alloa,2012-08-21,0
19031,Nicola,Hollis,Blues,Professional,Catching,Blues,Falkirk,Alloa,2012-08-21,5
19031,Nicola,Hollis,Blues,Professional,Scoring,Blues,Falkirk,Alloa,2012-08-21,5
12290,Mark,Titford,Blues,Amateur,Defending,Blues,Falkirk,Alloa,2012-08-21,8
12290,Mark,Titford,Blues,Amateur,Running,Blues,Falkirk,Alloa,2012-08-21,8
12290,Mark,Titford,Blues,Amateur,Scoring,Blues,Falkirk,Alloa,2012-08-21,8
12981,Anthony,Jackson,Blues,Professional,Defending,Blues,Falkirk,Alloa,2012-08-21,1
12981,Anthony,Jackson,Blues,Professional,Throwing,Blues,Falkirk,Alloa,2012-08-21,1
15004,Paul,Taylor,Blues,Professional,Defending,Blues,Falkirk,Alloa,2012-08-21,4
15004,Paul,Taylor,Blues,Professional,Jumping,Blues,Falkirk,Alloa,2012-08-21,4
15004,Paul,Taylor,Blues,Professional,Running,Blues,Falkirk,Alloa,2012-08-21,4
14736,Martin,Laing,Blues,Professional,Running,Blues,Falkirk,Alloa,2012-08-21,4
14736,Martin,Laing,Blues,Professional,Scoring,Blues,Falkirk,Alloa,2012-08-21,4
12940,Lucy,Duong,Blues,Amateur,Catching,Blues,Falkirk,Alloa,2012-08-21,4
12940,Lucy,Duong,Blues,Amateur,Running,Blues,Falkirk,Alloa,2012-08-21,4
12940,Lucy,Duong,Blues,Amateur,Throwing,Blues,Falkirk,Alloa,2012-08-21,4
11870,Ray,Dewson,Blues,Professional,Jumping,Blues,Falkirk,Alloa,2012-08-21,4
11870,Ray,Dewson,Blues,Professional,Scoring,Blues,Falkirk,Alloa,2012-08-21,4
15589,Barry,Lowry,Blues,Amateur,Defending,Blues,Falkirk,Alloa,2012-08-21,6
15589,Barry,Lowry,Blues,Amateur,Scoring,Blues,Falkirk,Alloa,2012-08-21,6
16771,Brendon,Hammond,Blues,Professional,Jumping,Blues,Falkirk,Alloa,2012-08-21,0
16771,Brendon,Hammond,Blues,Professional,Scoring,Blues,Falkirk,Alloa,2012-08-21,0
13829,Rudi,Mathew,Blues,Professional,Jumping,Blues,Falkirk,Alloa,2012-08-21,1
13829,Rudi,Mathew,Blues,Professional,Throwing,Blues,Falkirk,Alloa,2012-08-21,1
13798,Chris,Worth,Blues,Amateur,Catching,Blues,Falkirk,Alloa,2012-08-21,6
13798,Chris,Worth,Blues,Amateur,Defending,Blues,Falkirk,Alloa,2012-08-21,6
13798,Chris,Worth,Blues,Amateur,Running,Blues,Falkirk,Alloa,2012-08-21,6
19650,Joanna,Cambridge,Rams,Professional,Catching,Rams,Dunblane,Alloa,2012-08-21,8
19650,Joanna,Cambridge,Rams,Professional,Scoring,Rams,Dunblane,Alloa,2012-08-21,8
19650,Joanna,Cambridge,Rams,Professional,Throwing,Rams,Dunblane,Alloa,2012-08-21,8
17405,Ronald,Coleing,Rams,Professional,Catching,Rams,Dunblane,Alloa,2012-08-21,6
17405,Ronald,Coleing,Rams,Professional,Defending,Rams,Dunblane,Alloa,2012-08-21,6
17405,Ronald,Coleing,Rams,Professional,Jumping,Rams,Dunblane,Alloa,2012-08-21,6
17921,Andy,Sutton,Rams,Amateur,Defending,Rams,Dunblane,Alloa,2012-08-21,0
17921,Andy,Sutton,Rams,Amateur,Jumping,Rams,Dunblane,Alloa,2012-08-21,0
12470,Shirley,Burdett,Rams,Professional,Catching,Rams,Dunblane,Alloa,2012-08-21,7
12470,Shirley,Burdett,Rams,Professional,Running,Rams,Dunblane,Alloa,2012-08-21,7
12470,Shirley,Burdett,Rams,Professional,Scoring,Rams,Dunblane,Alloa,2012-08-21,7
13441,Marcell,Avery,Rams,Amateur,Catching,Rams,Dunblane,Alloa,2012-08-21,8
13441,Marcell,Avery,Rams,Amateur,Running,Rams,Dunblane,Alloa,2012-08-21,8
13703,Emad,Miah,Jets,Professional,Catching,Jets,Alloa,Bridge of Allan,2012-08-14,4
13703,Emad,Miah,Jets,Professional,Running,Jets,Alloa,Bridge of Allan,2012-08-14,4
13703,Emad,Miah,Jets,Professional,Scoring,Jets,Alloa,Bridge of Allan,2012-08-14,4
12262,David,Hughes,Jets,Amateur,Catching,Jets,Alloa,Bridge of Allan,2012-08-14,3
12262,David,Hughes,Jets,Amateur,Running,Jets,Alloa,Bridge of Allan,2012-08-14,3
12262,David,Hughes,Jets,Amateur,Scoring,Jets,Alloa,Bridge of Allan,2012-08-14,3
15273,Paul,Hewitt,Jets,Amateur,Jumping,Jets,Alloa,Bridge of Allan,2012-08-14,5
15273,Paul,Hewitt,Jets,Amateur,Running,Jets,Alloa,Bridge of Allan,2012-08-14,5
15273,Paul,Hewitt,Jets,Amateur,Scoring,Jets,Alloa,Bridge of Allan,2012-08-14,5
15008,Sarah,Issele,Jets,Amateur,Jumping,Jets,Alloa,Bridge of Allan,2012-08-14,7
15008,Sarah,Issele,Jets,Amateur,Scoring,Jets,Alloa,Bridge of Allan,2012-08-14,7
15008,Sarah,Issele,Jets,Amateur,Throwing,Jets,Alloa,Bridge of Allan,2012-08-14,7
