Ronald Porter,1064686,1972-05-09,13000,Win,Win Wimbledon,100,556138
Rosemary Weiss,1001202,1989-05-29,19500,Zoom,Break the speed of light,450,974650
Rosemary Weiss,1001202,1989-05-29,19500,Thrust,Build a rocket to the moon,300,968329
Rudi Mathew,873702,1977-05-18,47500,Zoom,Break the speed of light,450,974650
Rudi Mathew,873702,1977-05-18,47500,Win,Win Wimbledon,100,556138
Sandy Licence,1072460,1987-03-29,37500,Zoom,Break the speed of light,450,974650
Sandy Licence,1072460,1987-03-29,37500,Thrust,Build a rocket to the moon,300,968329
Sarah Dasandi,969180,1996-03-08,42000,Zoom,Break the speed of light,450,974650
Sarah Dasandi,969180,1996-03-08,42000,Thrust,Build a rocket to the moon,300,968329
Sarah Issele,703988,1978-03-13,51500,Dinner,Have a nice dinner,12,799872
Sarah Issele,703988,1978-03-13,51500,Zoom,Break the speed of light,450,974650
Sarah Lukasiewicz,1035063,1971-04-27,33000,Kitten,Invent a Robot Kitten,320,946955
Sarah Lukasiewicz,1035063,1971-04-27,33000,Win,Win Wimbledon,100,556138
Scott Patel,1071785,1975-07-15,13000,Dinner,Have a nice dinner,12,799872
Scott Patel,1071785,1975-07-15,13000,Thrust,Build a rocket to the moon,300,968329
Sean Cocks,756985,1989-05-14,42000,Gold,Turn lead into gold,500,660535
Sean Cocks,756985,1989-05-14,42000,Thrust,Build a rocket to the moon,300,968329
Shaun Bowman,643745,1988-09-18,51000,Dinner,Have a nice dinner,12,799872
Shaun Bowman,643745,1988-09-18,51000,Zoom,Break the speed of light,450,974650
Shirley Burdett,949717,1975-01-15,27000,Thrust,Build a rocket to the moon,300,968329
Shirley Burdett,949717,1975-01-15,27000,Kitten,Invent a Robot Kitten,320,946955
Stephen Hanson,899175,1987-10-17,28500,Dinner,Have a nice dinner,12,799872
Stephen Hanson,899175,1987-10-17,28500,Kitten,Invent a Robot Kitten,320,946955
Steve Atkinsion,844811,1983-02-22,48000,Zoom,Break the speed of light,450,974650
Steve Atkinsion,844811,1983-02-22,48000,Kitten,Invent a Robot Kitten,320,946955
Steve Malcolmson,871806,1978-02-18,38000,Gold,Turn lead into gold,500,660535
Steve Malcolmson,871806,1978-02-18,38000,Win,Win Wimbledon,100,556138
Steve Newton,850978,1991-11-24,51000,Dinner,Have a nice dinner,12,799872
Steve Newton,850978,1991-11-24,51000,Zoom,Break the speed of light,450,974650
Stuart Haseltine,994741,1989-07-17,34500,Thrust,Build a rocket to the moon,300,968329
Stuart Haseltine,994741,1989-07-17,34500,Kitten,Invent a Robot Kitten,320,946955
Sue Shakespeare,634081,1971-06-16,29000,Dinner,Have a nice dinner,12,799872
Sue Shakespeare,634081,1971-06-16,29000,Kitten,Invent a Robot Kitten,320,946955
Surinder Atkins,642968,1969-06-09,48000,Gold,Turn lead into gold,500,660535
Surinder Atkins,642968,1969-06-09,48000,Win,Win Wimbledon,100,556138
Susan Tessadri,942587,1972-10-22,34000,Zoom,Break the speed of light,450,974650
Susan Tessadri,942587,1972-10-22,34000,Gold,Turn lead into gold,500,660535
Tony Matthews,948513,1985-05-21,37500,Win,Win Wimbledon,100,556138
Tony Matthews,948513,1985-05-21,37500,Thrust,Build a rocket to the moon,300,968329
Tracy Vratchovski,627272,1968-10-23,39500,Kitten,Invent a Robot Kitten,320,946955
Tracy Vratchovski,627272,1968-10-23,39500,Win,Win Wimbledon,100,556138
Tracy Weed,1100415,1993-08-05,53500,Gold,Turn lead into gold,500,660535
Tracy Weed,1100415,1993-08-05,53500,Zoom,Break the speed of light,450,974650
Trevor Oates,754455,1971-07-07,36500,Gold,Turn lead into gold,500,660535
Trevor Oates,754455,1971-07-07,36500,Dinner,Have a nice dinner,12,799872
Trevor Oldham,748313,1981-03-30,49500,Win,Win Wimbledon,100,556138
Trevor Oldham,748313,1981-03-30,49500,Kitten,Invent a Robot Kitten,320,946955
Una Brooks,902735,1980-11-01,25500,Thrust,Build a rocket to the moon,300,968329
Una Brooks,902735,1980-11-01,25500,Win,Win Wimbledon,100,556138
Wayne Dewan,567598,1986-07-21,46000,Kitten,Invent a Robot Kitten,320,946955
Wayne Dewan,567598,1986-07-21,46000,Dinner,Have a nice dinner,12,799872
Alan Stoner,556138,1971-09-11,29500,Win,Win Wimbledon,100,556138
Alan Stoner,556138,1971-09-11,29500,Zoom,Break the speed of light,450,974650
Alex Shuttleworth,1079153,1969-12-18,41000,Win,Win Wimbledon,100,556138
Alex Shuttleworth,1079153,1969-12-18,41000,Gold,Turn lead into gold,500,660535
Andrew Andrews,974650,1971-05-19,40000,Zoom,Break the speed of light,450,974650
Andrew Andrews,974650,1971-05-19,40000,Dinner,Have a nice dinner,12,799872
Andrew Casey,702285,1991-02-27,29500,Zoom,Break the speed of light,450,974650
Andrew Casey,702285,1991-02-27,29500,Win,Win Wimbledon,100,556138
Andy Sutton,660535,1991-08-20,34500,Zoom,Break the speed of light,450,974650
Andy Sutton,660535,1991-08-20,34500,Dinner,Have a nice dinner,12,799872
Anthony Jackson,1001174,1969-03-16,41500,Zoom,Break the speed of light,450,974650
Anthony Jackson,1001174,1969-03-16,41500,Dinner,Have a nice dinner,12,799872
Anthony Lever,885616,1977-06-01,35000,Gold,Turn lead into gold,500,660535
Anthony Lever,885616,1977-06-01,35000,Zoom,Break the speed of light,450,974650
Antony Fletcher,777838,1970-08-27,35500,Thrust,Build a rocket to the moon,300,968329
Antony Fletcher,777838,1970-08-27,35500,Win,Win Wimbledon,100,556138
Asaf Burdon,707478,1959-05-08,37500,Zoom,Break the speed of light,450,974650
Asaf Burdon,707478,1959-05-08,37500,Win,Win Wimbledon,100,556138
Barry Lowry,879579,1988-04-29,54500,Thrust,Build a rocket to the moon,300,968329
Barry Lowry,879579,1988-04-29,54500,Gold,Turn lead into gold,500,660535
Barry Smith,951167,1993-05-13,50000,Zoom,Break the speed of light,450,974650
Barry Smith,951167,1993-05-13,50000,Win,Win Wimbledon,100,556138
Bob Brooks,1096616,1979-02-24,43500,Zoom,Break the speed of light,450,974650
Bob Brooks,1096616,1979-02-24,43500,Win,Win Wimbledon,100,556138
Brendon Hammond,1041840,1989-12-30,45500,Thrust,Build a rocket to the moon,300,968329
Brendon Hammond,1041840,1989-12-30,45500,Win,Win Wimbledon,100,556138
Brian Vance,799872,1967-12-31,46500,Gold,Turn lead into gold,500,660535
Brian Vance,799872,1967-12-31,46500,Win,Win Wimbledon,100,556138
Catherine Donnelly,990066,1987-11-25,15000,Thrust,Build a rocket to the moon,300,968329
Catherine Donnelly,990066,1987-11-25,15000,Gold,Turn lead into gold,500,660535
Chad Huke,803322,1976-09-28,46000,Win,Win Wimbledon,100,556138
Chad Huke,803322,1976-09-28,46000,Zoom,Break the speed of light,450,974650
Charlene Everitt,712703,1974-01-14,38500,Thrust,Build a rocket to the moon,300,968329
Charlene Everitt,712703,1974-01-14,38500,Zoom,Break the speed of light,450,974650
Chris Worth,717914,1993-06-26,30000,Kitten,Invent a Robot Kitten,320,946955
Chris Worth,717914,1993-06-26,30000,Win,Win Wimbledon,100,556138
Christien Jones,731698,1970-05-28,19500,Kitten,Invent a Robot Kitten,320,946955
Christien Jones,731698,1970-05-28,19500,Dinner,Have a nice dinner,12,799872
Christopher Weight,1023907,1984-05-19,34000,Gold,Turn lead into gold,500,660535
Christopher Weight,1023907,1984-05-19,34000,Kitten,Invent a Robot Kitten,320,946955
Claire Cole,968329,1974-02-05,38000,Zoom,Break the speed of light,450,974650
Claire Cole,968329,1974-02-05,38000,Dinner,Have a nice dinner,12,799872
Colin Sommerville,758563,1994-06-02,19500,Thrust,Build a rocket to the moon,300,968329
Colin Sommerville,758563,1994-06-02,19500,Kitten,Invent a Robot Kitten,320,946955
David Hughes,805642,1969-05-12,32500,Dinner,Have a nice dinner,12,799872
David Hughes,805642,1969-05-12,32500,Zoom,Break the speed of light,450,974650
David Scott-Mullen,866107,1982-11-29,48500,Thrust,Build a rocket to the moon,300,968329
David Scott-Mullen,866107,1982-11-29,48500,Gold,Turn lead into gold,500,660535
David Varnam,902057,1971-11-01,43500,Dinner,Have a nice dinner,12,799872
David Varnam,902057,1971-11-01,43500,Zoom,Break the speed of light,450,974650
Donna Talbot,584676,1990-07-11,34500,Gold,Turn lead into gold,500,660535
Donna Talbot,584676,1990-07-11,34500,Zoom,Break the speed of light,450,974650
Emad Miah,808745,1988-02-15,46000,Gold,Turn lead into gold,500,660535
Emad Miah,808745,1988-02-15,46000,Zoom,Break the speed of light,450,974650
F Horan,760034,1994-04-18,22000,Thrust,Build a rocket to the moon,300,968329
F Horan,760034,1994-04-18,22000,Kitten,Invent a Robot Kitten,320,946955
Fiona Scott-Mullen,1021846,1979-01-28,50500,Gold,Turn lead into gold,500,660535
Fiona Scott-Mullen,1021846,1979-01-28,50500,Kitten,Invent a Robot Kitten,320,946955
Gary Berry,709496,1992-10-28,49000,Dinner,Have a nice dinner,12,799872
Gary Berry,709496,1992-10-28,49000,Zoom,Break the speed of light,450,974650
Gillian Botwright,891071,1979-10-22,52000,Kitten,Invent a Robot Kitten,320,946955
Gillian Botwright,891071,1979-10-22,52000,Thrust,Build a rocket to the moon,300,968329
Ian Al-Boucari,868829,1982-11-24,52500,Kitten,Invent a Robot Kitten,320,946955
Ian Al-Boucari,868829,1982-11-24,52500,Dinner,Have a nice dinner,12,799872
Jack Nazemian,562899,1985-02-27,19000,Zoom,Break the speed of light,450,974650
Jack Nazemian,562899,1985-02-27,19000,Dinner,Have a nice dinner,12,799872
Janett Reed,946955,1971-06-24,17500,Gold,Turn lead into gold,500,660535
Janett Reed,946955,1971-06-24,17500,Zoom,Break the speed of light,450,974650
Jemma Centraco,576444,1971-09-05,51000,Win,Win Wimbledon,100,556138
Jemma Centraco,576444,1971-09-05,51000,Kitten,Invent a Robot Kitten,320,946955
Joanna Cambridge,1059915,1971-01-06,30500,Zoom,Break the speed of light,450,974650
Joanna Cambridge,1059915,1971-01-06,30500,Kitten,Invent a Robot Kitten,320,946955
John Barker,695695,1993-11-01,43000,Thrust,Build a rocket to the moon,300,968329
John Barker,695695,1993-11-01,43000,Zoom,Break the speed of light,450,974650
John Exchange Ltd,878964,1981-09-17,40000,Gold,Turn lead into gold,500,660535
John Exchange Ltd,878964,1981-09-17,40000,Dinner,Have a nice dinner,12,799872
John Harris,1006744,1977-06-01,43500,Kitten,Invent a Robot Kitten,320,946955
John Harris,1006744,1977-06-01,43500,Thrust,Build a rocket to the moon,300,968329
John Shahban,1100899,1979-05-25,48000,Dinner,Have a nice dinner,12,799872
John Shahban,1100899,1979-05-25,48000,Gold,Turn lead into gold,500,660535
Johnathon Bushby,755029,1986-04-30,35000,Dinner,Have a nice dinner,12,799872
Johnathon Bushby,755029,1986-04-30,35000,Gold,Turn lead into gold,500,660535
Jon Clarke,865143,1978-06-29,33500,Zoom,Break the speed of light,450,974650
Jon Clarke,865143,1978-06-29,33500,Kitten,Invent a Robot Kitten,320,946955
Julia Maxwell,1011011,1970-04-02,52500,Gold,Turn lead into gold,500,660535
Julia Maxwell,1011011,1970-04-02,52500,Dinner,Have a nice dinner,12,799872
Kevin Ryan,636337,1968-10-06,22000,Thrust,Build a rocket to the moon,300,968329
Kevin Ryan,636337,1968-10-06,22000,Zoom,Break the speed of light,450,974650
Lisa MacLeod,811607,1967-11-08,53000,Win,Win Wimbledon,100,556138
Lisa MacLeod,811607,1967-11-08,53000,Dinner,Have a nice dinner,12,799872
Lucy Duong,1069386,1990-04-30,51000,Kitten,Invent a Robot Kitten,320,946955
Lucy Duong,1069386,1990-04-30,51000,Gold,Turn lead into gold,500,660535
Marcell Avery,1072261,1990-08-04,49000,Win,Win Wimbledon,100,556138
Marcell Avery,1072261,1990-08-04,49000,Gold,Turn lead into gold,500,660535
Marcin Hatch,681180,1979-12-14,44500,Thrust,Build a rocket to the moon,300,968329
Marcin Hatch,681180,1979-12-14,44500,Zoom,Break the speed of light,450,974650
Mark Taylor,866637,1968-02-20,54000,Win,Win Wimbledon,100,556138
Mark Taylor,866637,1968-02-20,54000,Thrust,Build a rocket to the moon,300,968329
Mark Titford,558341,1984-03-23,51000,Win,Win Wimbledon,100,556138
Mark Titford,558341,1984-03-23,51000,Kitten,Invent a Robot Kitten,320,946955
Martin Laing,775604,1976-10-05,26500,Zoom,Break the speed of light,450,974650
Martin Laing,775604,1976-10-05,26500,Gold,Turn lead into gold,500,660535
Martin Stewart,753380,1979-04-23,52500,Dinner,Have a nice dinner,12,799872
Martin Stewart,753380,1979-04-23,52500,Thrust,Build a rocket to the moon,300,968329
Matthew Forsyth,578543,1968-11-06,51000,Win,Win Wimbledon,100,556138
Matthew Forsyth,578543,1968-11-06,51000,Gold,Turn lead into gold,500,660535
Michael Jepson,1015601,1993-06-17,26500,Zoom,Break the speed of light,450,974650
Michael Jepson,1015601,1993-06-17,26500,Thrust,Build a rocket to the moon,300,968329
Michael White,1006855,1980-04-13,13500,Zoom,Break the speed of light,450,974650
Michael White,1006855,1980-04-13,13500,Dinner,Have a nice dinner,12,799872
Mike Driver,962250,1975-12-17,36500,Thrust,Build a rocket to the moon,300,968329
Mike Driver,962250,1975-12-17,36500,Win,Win Wimbledon,100,556138
Nicola Hollis,919422,1990-02-17,15500,Dinner,Have a nice dinner,12,799872
Nicola Hollis,919422,1990-02-17,15500,Zoom,Break the speed of light,450,974650
Oliver Woolhouse,939895,1979-04-15,25500,Win,Win Wimbledon,100,556138
Oliver Woolhouse,939895,1979-04-15,25500,Thrust,Build a rocket to the moon,300,968329
Paul Agg,780855,1990-01-27,49000,Zoom,Break the speed of light,450,974650
Paul Agg,780855,1990-01-27,49000,Win,Win Wimbledon,100,556138
Paul Atkins,870849,1990-08-01,40000,Dinner,Have a nice dinner,12,799872
Paul Atkins,870849,1990-08-01,40000,Kitten,Invent a Robot Kitten,320,946955
Paul Freeman,867181,1988-11-29,10500,Thrust,Build a rocket to the moon,300,968329
Paul Freeman,867181,1988-11-29,10500,Dinner,Have a nice dinner,12,799872
Paul Hewitt,795323,1974-07-27,38000,Win,Win Wimbledon,100,556138
Paul Hewitt,795323,1974-07-27,38000,Zoom,Break the speed of light,450,974650
Paul Ripley,670775,1980-04-04,36500,Kitten,Invent a Robot Kitten,320,946955
Paul Ripley,670775,1980-04-04,36500,Dinner,Have a nice dinner,12,799872
Paul Robinson,845722,1989-12-11,25500,Gold,Turn lead into gold,500,660535
Paul Robinson,845722,1989-12-11,25500,Thrust,Build a rocket to the moon,300,968329
Paul Taylor,574830,1970-05-19,29500,Win,Win Wimbledon,100,556138
Paul Taylor,574830,1970-05-19,29500,Dinner,Have a nice dinner,12,799872
Peter Morris,1075388,1979-11-02,49500,Win,Win Wimbledon,100,556138
Peter Morris,1075388,1979-11-02,49500,Dinner,Have a nice dinner,12,799872
Philip Green,569515,1972-12-18,50500,Thrust,Build a rocket to the moon,300,968329
Philip Green,569515,1972-12-18,50500,Zoom,Break the speed of light,450,974650
Ray Dewson,852696,1980-03-20,39000,Thrust,Build a rocket to the moon,300,968329
Ray Dewson,852696,1980-03-20,39000,Gold,Turn lead into gold,500,660535
Rebecca Maisuria,655633,1970-05-04,40000,Kitten,Invent a Robot Kitten,320,946955
Rebecca Maisuria,655633,1970-05-04,40000,Thrust,Build a rocket to the moon,300,968329
Richard Campbell,1061465,1968-06-01,27000,Zoom,Break the speed of light,450,974650
Richard Campbell,1061465,1968-06-01,27000,Thrust,Build a rocket to the moon,300,968329
Richard Morrison,948313,1988-06-13,37000,Dinner,Have a nice dinner,12,799872
Richard Morrison,948313,1988-06-13,37000,Win,Win Wimbledon,100,556138
Robert Heath,796396,1978-05-02,51000,Dinner,Have a nice dinner,12,799872
Robert Heath,796396,1978-05-02,51000,Kitten,Invent a Robot Kitten,320,946955
Ronald Coleing,1012836,1992-10-17,24500,Win,Win Wimbledon,100,556138
Ronald Coleing,1012836,1992-10-17,24500,Thrust,Build a rocket to the moon,300,968329
Ronald Porter,1064686,1972-05-09,13000,Dinner,Have a nice dinner,12,799872
Ronald Porter,1064686,1972-05-09,13000,Win,Win Wimbledon,100,556138
Rosemary Weiss,1001202,1989-05-29,19500,Zoom,Break the speed of light,450,974650
Rosemary Weiss,1001202,1989-05-29,19500,Thrust,Build a rocket to the moon,300,968329
Rudi Mathew,873702,1977-05-18,47500,Zoom,Break the speed of light,450,974650
Rudi Mathew,873702,1977-05-18,47500,Win,Win Wimbledon,100,556138
Sandy Licence,1072460,1987-03-29,37500,Zoom,Break the speed of light,450,974650
Sandy Licence,1072460,1987-03-29,37500,Thrust,Build a rocket to the moon,300,968329
Sarah Dasandi,969180,1996-03-08,42000,Zoom,Break the speed of light,450,974650
Sarah Dasandi,969180,1996-03-08,42000,Thrust,Build a rocket to the moon,300,968329
Sarah Issele,703988,1978-03-13,51500,Dinner,Have a nice dinner,12,799872
Sarah Issele,703988,1978-03-13,51500,Zoom,Break the speed of light,450,974650
Sarah Lukasiewicz,1035063,1971-04-27,33000,Kitten,Invent a Robot Kitten,320,946955
Sarah Lukasiewicz,1035063,1971-04-27,33000,Win,Win Wimbledon,100,556138
Scott Patel,1071785,1975-07-15,13000,Dinner,Have a nice dinner,12,799872
Scott Patel,1071785,1975-07-15,13000,Thrust,Build a rocket to the moon,300,968329
Sean Cocks,756985,1989-05-14,42000,Gold,Turn lead into gold,500,660535
Sean Cocks,756985,1989-05-14,42000,Thrust,Build a rocket to the moon,300,968329
Shaun Bowman,643745,1988-09-18,51000,Dinner,Have a nice dinner,12,799872
Shaun Bowman,643745,1988-09-18,51000,Zoom,Break the speed of light,450,974650
Shirley Burdett,949717,1975-01-15,27000,Thrust,Build a rocket to the moon,300,968329
Shirley Burdett,949717,1975-01-15,27000,Kitten,Invent a Robot Kitten,320,946955
Stephen Hanson,899175,1987-10-17,28500,Dinner,Have a nice dinner,12,799872
Stephen Hanson,899175,1987-10-17,28500,Kitten,Invent a Robot Kitten,320,946955
Steve Atkinsion,844811,1983-02-22,48000,Zoom,Break the speed of light,450,974650
Steve Atkinsion,844811,1983-02-22,48000,Kitten,Invent a Robot Kitten,320,946955
Steve Malcolmson,871806,1978-02-18,38000,Gold,Turn lead into gold,500,660535
Steve Malcolmson,871806,1978-02-18,38000,Win,Win Wimbledon,100,556138
Steve Newton,850978,1991-11-24,51000,Dinner,Have a nice dinner,12,799872
Steve Newton,850978,1991-11-24,51000,Zoom,Break the speed of light,450,974650
Stuart Haseltine,994741,1989-07-17,34500,Thrust,Build a rocket to the moon,300,968329
Stuart Haseltine,994741,1989-07-17,34500,Kitten,Invent a Robot Kitten,320,946955
Sue Shakespeare,634081,1971-06-16,29000,Dinner,Have a nice dinner,12,799872
Sue Shakespeare,634081,1971-06-16,29000,Kitten,Invent a Robot Kitten,320,946955
Surinder Atkins,642968,1969-06-09,48000,Gold,Turn lead into gold,500,660535
Surinder Atkins,642968,1969-06-09,48000,Win,Win Wimbledon,100,556138
Susan Tessadri,942587,1972-10-22,34000,Zoom,Break the speed of light,450,974650
Susan Tessadri,942587,1972-10-22,34000,Gold,Turn lead into gold,500,660535
Tony Matthews,948513,1985-05-21,37500,Win,Win Wimbledon,100,556138
Tony Matthews,948513,1985-05-21,37500,Thrust,Build a rocket to the moon,300,968329
Tracy Vratchovski,627272,1968-10-23,39500,Kitten,Invent a Robot Kitten,320,946955
Tracy Vratchovski,627272,1968-10-23,39500,Win,Win Wimbledon,100,556138
Tracy Weed,1100415,1993-08-05,53500,Gold,Turn lead into gold,500,660535
Tracy Weed,1100415,1993-08-05,53500,Zoom,Break the speed of light,450,974650
Trevor Oates,754455,1971-07-07,36500,Gold,Turn lead into gold,500,660535
Trevor Oates,754455,1971-07-07,36500,Dinner,Have a nice dinner,12,799872
Trevor Oldham,748313,1981-03-30,49500,Win,Win Wimbledon,100,556138
Trevor Oldham,748313,1981-03-30,49500,Kitten,Invent a Robot Kitten,320,946955
Una Brooks,902735,1980-11-01,25500,Thrust,Build a rocket to the moon,300,968329
Una Brooks,902735,1980-11-01,25500,Win,Win Wimbledon,100,556138
Wayne Dewan,567598,1986-07-21,46000,Kitten,Invent a Robot Kitten,320,946955
Wayne Dewan,567598,1986-07-21,46000,Dinner,Have a nice dinner,12,799872
Alan Stoner,556138,1971-09-11,29500,Win,Win Wimbledon,100,556138
Alan Stoner,556138,1971-09-11,29500,Zoom,Break the speed of light,450,974650
Alex Shuttleworth,1079153,1969-12-18,41000,Win,Win Wimbledon,100,556138
Alex Shuttleworth,1079153,1969-12-18,41000,Gold,Turn lead into gold,500,660535
Andrew Andrews,974650,1971-05-19,40000,Zoom,Break the speed of light,450,974650
Andrew Andrews,974650,1971-05-19,40000,Dinner,Have a nice dinner,12,799872
Andrew Casey,702285,1991-02-27,29500,Zoom,Break the speed of light,450,974650
Andrew Casey,702285,1991-02-27,29500,Win,Win Wimbledon,100,556138
Andy Sutton,660535,1991-08-20,34500,Zoom,Break the speed of light,450,974650
Andy Sutton,660535,1991-08-20,34500,Dinner,Have a nice dinner,12,799872
Anthony Jackson,1001174,1969-03-16,41500,Zoom,Break the speed of light,450,974650
Anthony Jackson,1001174,1969-03-16,41500,Dinner,Have a nice dinner,12,799872
Anthony Lever,885616,1977-06-01,35000,Gold,Turn lead into gold,500,660535
Anthony Lever,885616,1977-06-01,35000,Zoom,Break the speed of light,450,974650
Antony Fletcher,777838,1970-08-27,35500,Thrust,Build a rocket to the moon,300,968329
Antony Fletcher,777838,1970-08-27,35500,Win,Win Wimbledon,100,556138
Asaf Burdon,707478,1959-05-08,37500,Zoom,Break the speed of light,450,974650
Asaf Burdon,707478,1959-05-08,37500,Win,Win Wimbledon,100,556138
Barry Lowry,879579,1988-04-29,54500,Thrust,Build a rocket to the moon,300,968329
Barry Lowry,879579,1988-04-29,54500,Gold,Turn lead into gold,500,660535
Barry Smith,951167,1993-05-13,50000,Zoom,Break the speed of light,450,974650
Barry Smith,951167,1993-05-13,50000,Win,Win Wimbledon,100,556138
Bob Brooks,1096616,1979-02-24,43500,Zoom,Break the speed of light,450,974650
Bob Brooks,1096616,1979-02-24,43500,Win,Win Wimbledon,100,556138
Brendon Hammond,1041840,1989-12-30,45500,Thrust,Build a rocket to the moon,300,968329
Brendon Hammond,1041840,1989-12-30,45500,Win,Win Wimbledon,100,556138
Brian Vance,799872,1967-12-31,46500,Gold,Turn lead into gold,500,660535
Brian Vance,799872,1967-12-31,46500,Win,Win Wimbledon,100,556138
Catherine Donnelly,990066,1987-11-25,15000,Thrust,Build a rocket to the moon,300,968329
Catherine Donnelly,990066,1987-11-25,15000,Gold,Turn lead into gold,500,660535
Chad Huke,803322,1976-09-28,46000,Win,Win Wimbledon,100,556138
Chad Huke,803322,1976-09-28,46000,Zoom,Break the speed of light,450,974650
Charlene Everitt,712703,1974-01-14,38500,Thrust,Build a rocket to the moon,300,968329
Charlene Everitt,712703,1974-01-14,38500,Zoom,Break the speed of light,450,974650
Chris Worth,717914,1993-06-26,30000,Kitten,Invent a Robot Kitten,320,946955
Chris Worth,717914,1993-06-26,30000,Win,Win Wimbledon,100,556138
Christien Jones,731698,1970-05-28,19500,Kitten,Invent a Robot Kitten,320,946955
Christien Jones,731698,1970-05-28,19500,Dinner,Have a nice dinner,12,799872
Christopher Weight,1023907,1984-05-19,34000,Gold,Turn lead into gold,500,660535
Christopher Weight,1023907,1984-05-19,34000,Kitten,Invent a Robot Kitten,320,946955
Claire Cole,968329,1974-02-05,38000,Zoom,Break the speed of light,450,974650
Claire Cole,968329,1974-02-05,38000,Dinner,Have a nice dinner,12,799872
Colin Sommerville,758563,1994-06-02,19500,Thrust,Build a rocket to the moon,300,968329
Colin Sommerville,758563,1994-06-02,19500,Kitten,Invent a Robot Kitten,320,946955
David Hughes,805642,1969-05-12,32500,Dinner,Have a nice dinner,12,799872
David Hughes,805642,1969-05-12,32500,Zoom,Break the speed of light,450,974650
David Scott-Mullen,866107,1982-11-29,48500,Thrust,Build a rocket to the moon,300,968329
David Scott-Mullen,866107,1982-11-29,48500,Gold,Turn lead into gold,500,660535
David Varnam,902057,1971-11-01,43500,Dinner,Have a nice dinner,12,799872
David Varnam,902057,1971-11-01,43500,Zoom,Break the speed of light,450,974650
Donna Talbot,584676,1990-07-11,34500,Gold,Turn lead into gold,500,660535
Donna Talbot,584676,1990-07-11,34500,Zoom,Break the speed of light,450,974650
Emad Miah,808745,1988-02-15,46000,Gold,Turn lead into gold,500,660535
Emad Miah,808745,1988-02-15,46000,Zoom,Break the speed of light,450,974650
F Horan,760034,1994-04-18,22000,Thrust,Build a rocket to the moon,300,968329
F Horan,760034,1994-04-18,22000,Kitten,Invent a Robot Kitten,320,946955
Fiona Scott-Mullen,1021846,1979-01-28,50500,Gold,Turn lead into gold,500,660535
Fiona Scott-Mullen,1021846,1979-01-28,50500,Kitten,Invent a Robot Kitten,320,946955
Gary Berry,709496,1992-10-28,49000,Dinner,Have a nice dinner,12,799872
Gary Berry,709496,1992-10-28,49000,Zoom,Break the speed of light,450,974650
Gillian Botwright,891071,1979-10-22,52000,Kitten,Invent a Robot Kitten,320,946955
Gillian Botwright,891071,1979-10-22,52000,Thrust,Build a rocket to the moon,300,968329
Ian Al-Boucari,868829,1982-11-24,52500,Kitten,Invent a Robot Kitten,320,946955
Ian Al-Boucari,868829,1982-11-24,52500,Dinner,Have a nice dinner,12,799872
Jack Nazemian,562899,1985-02-27,19000,Zoom,Break the speed of light,450,974650
Jack Nazemian,562899,1985-02-27,19000,Dinner,Have a nice dinner,12,799872
Janett Reed,946955,1971-06-24,17500,Gold,Turn lead into gold,500,660535
Janett Reed,946955,1971-06-24,17500,Zoom,Break the speed of light,450,974650
Jemma Centraco,576444,1971-09-05,51000,Win,Win Wimbledon,100,556138
Jemma Centraco,576444,1971-09-05,51000,Kitten,Invent a Robot Kitten,320,946955
Joanna Cambridge,1059915,1971-01-06,30500,Zoom,Break the speed of light,450,974650
Joanna Cambridge,1059915,1971-01-06,30500,Kitten,Invent a Robot Kitten,320,946955
John Barker,695695,1993-11-01,43000,Thrust,Build a rocket to the moon,300,968329
John Barker,695695,1993-11-01,43000,Zoom,Break the speed of light,450,974650
John Exchange Ltd,878964,1981-09-17,40000,Gold,Turn lead into gold,500,660535
John Exchange Ltd,878964,1981-09-17,40000,Dinner,Have a nice dinner,12,799872
John Harris,1006744,1977-06-01,43500,Kitten,Invent a Robot Kitten,320,946955
John Harris,1006744,1977-06-01,43500,Thrust,Build a rocket to the moon,300,968329
John Shahban,1100899,1979-05-25,48000,Dinner,Have a nice dinner,12,799872
John Shahban,1100899,1979-05-25,48000,Gold,Turn lead into gold,500,660535
Johnathon Bushby,755029,1986-04-30,35000,Dinner,Have a nice dinner,12,799872
Johnathon Bushby,755029,1986-04-30,35000,Gold,Turn lead into gold,500,660535
Jon Clarke,865143,1978-06-29,33500,Zoom,Break the speed of light,450,974650
Jon Clarke,865143,1978-06-29,33500,Kitten,Invent a Robot Kitten,320,946955
Julia Maxwell,1011011,1970-04-02,52500,Gold,Turn lead into gold,500,660535
Julia Maxwell,1011011,1970-04-02,52500,Dinner,Have a nice dinner,12,799872
Kevin Ryan,636337,1968-10-06,22000,Thrust,Build a rocket to the moon,300,968329
Kevin Ryan,636337,1968-10-06,22000,Zoom,Break the speed of light,450,974650
Lisa MacLeod,811607,1967-11-08,53000,Win,Win Wimbledon,100,556138
Lisa MacLeod,811607,1967-11-08,53000,Dinner,Have a nice dinner,12,799872
Lucy Duong,1069386,1990-04-30,51000,Kitten,Invent a Robot Kitten,320,946955
Lucy Duong,1069386,1990-04-30,51000,Gold,Turn lead into gold,500,660535
Marcell Avery,1072261,1990-08-04,49000,Win,Win Wimbledon,100,556138
Marcell Avery,1072261,1990-08-04,49000,Gold,Turn lead into gold,500,660535
